Player,Team,Position,Secondary Position,Nation,Age,90s Played,Goals per 90,Assists Per 90,xG per 90,xAG per 90,Tackles Won %,Shot Creating Actions per 90,Goal Creating Actions per 90,Aerial Win %,Pass Completion Rate,Pass<15 Yards Comp %,Pass 15-30 Comp %,Long_Cmp%,Successful Take-On %,SoT per 90,Goals per Shot,Goals per Shot on Target,npXG per Shot,npXG+xAG per 90,Goals & Assists Per 90,Prog Passes Received Per 90,Progressive Passes Per 90,Errors Per 90,Interceptions Per 90,Tackles Won per 90,Recoveries Per 90,Passes Completed Per 90,Total Pass Distance per 90,Total Prog Pass Distance per 90,Key Passes Per 90,Assists-xAG per 90,Through Balls per 90,Switches per 90,Crosses per 90,Touches per 90,Take-Ons Attempted per 90,Carries per 90,Dribble Distance per 90
Cristian Calderón,Guadalajara,DF,,MEX,26.0,11.2,0.0,0.27,0.03,0.13,70.0,1.61,0.27,41.9,71.8,89.7,75.5,42.6,50.0,0.0,0.0,0.0,0.05,0.16,0.27,2.86,2.41,0.0,0.62,1.61,6.43,32.23,578.84,258.12,1.07,0.14,0.27,0.45,3.3,53.75,1.07,23.21,59.2
Erick Gutiérrez,Guadalajara,MF,,MEX,28.0,21.9,0.14,0.05,0.14,0.09,64.2,2.79,0.27,53.6,84.3,90.0,89.9,63.3,63.6,0.37,0.1,0.38,0.1,0.23,0.18,1.51,6.8,0.0,0.87,2.15,7.81,51.1,915.71,310.78,1.1,-0.04,0.23,0.68,0.46,72.1,1.0,43.61,113.52
Fernando Beltrán,Guadalajara,MF,,MEX,25.0,31.2,0.13,0.03,0.11,0.07,55.4,2.66,0.32,60.0,86.0,90.1,89.4,69.8,50.0,0.38,0.11,0.33,0.09,0.18,0.16,3.94,7.08,0.0,0.8,1.54,6.09,40.83,665.87,177.95,0.99,-0.04,0.13,0.58,1.03,57.63,1.79,37.47,100.32
Fernando Rubén González,Guadalajara,MF,,MEX,29.0,16.2,0.0,0.06,0.0,0.02,34.2,1.73,0.19,47.5,82.3,88.9,83.2,66.7,45.5,0.06,0.0,0.0,0.02,0.02,0.06,0.62,4.63,0.0,1.67,1.6,8.15,37.1,629.32,229.07,0.49,0.04,0.12,0.25,0.06,56.73,0.68,24.38,52.28
Gilberto Sepúlveda,Guadalajara,DF,,MEX,24.0,23.8,0.04,0.0,0.01,0.0,66.7,0.55,0.0,53.9,84.3,89.7,91.5,63.5,50.0,0.08,0.2,0.5,0.05,0.01,0.04,0.25,2.86,0.0,1.47,0.84,4.79,39.24,805.17,299.71,0.08,0.0,0.0,0.38,0.04,54.71,0.08,30.92,92.48
Isaác Brizuela,Guadalajara,FW,,MEX,32.0,11.7,0.0,0.17,0.08,0.14,36.4,3.16,0.17,45.5,71.0,80.3,74.0,51.9,57.7,0.26,0.0,0.0,0.06,0.22,0.17,9.4,2.14,0.0,0.6,0.51,3.33,18.63,290.51,67.44,1.54,0.03,0.17,0.26,3.25,36.58,2.22,23.42,86.5
Jesús Orozco,Guadalajara,DF,,MEX,21.0,27.1,0.0,0.04,0.02,0.01,64.3,0.78,0.04,60.0,80.7,87.9,90.0,54.0,58.3,0.0,0.0,0.0,0.04,0.03,0.04,0.3,5.28,0.04,1.0,1.11,5.57,44.32,914.87,365.09,0.22,0.03,0.04,1.14,0.22,64.06,0.44,38.01,151.55
Jesús Sánchez García,Guadalajara,DF,,MEX,33.0,3.3,0.0,0.0,0.01,0.0,56.5,1.5,0.0,55.6,74.3,89.0,74.3,45.2,0.0,0.0,0.0,0.0,0.04,0.01,0.0,1.21,4.55,0.0,0.61,4.55,7.58,43.03,700.91,322.73,0.3,0.0,0.0,0.3,0.91,70.61,0.0,24.24,39.7
Jonathan Padilla,Guadalajara,MF,FW,MEX,17.0,7.4,0.4,0.13,0.16,0.03,42.9,2.69,0.4,18.8,69.5,76.3,76.3,36.0,48.9,1.08,0.16,0.38,0.06,0.19,0.54,8.38,3.11,0.0,0.54,1.89,7.3,23.38,367.97,92.97,0.54,0.11,0.14,0.54,3.24,53.24,6.08,30.81,78.11
José Castillo Pérez,Guadalajara,DF,,MEX,21.0,5.7,0.0,0.0,0.02,0.03,100.0,0.7,0.0,52.4,75.1,88.1,78.7,46.2,50.0,0.0,0.0,0.0,0.04,0.05,0.0,5.09,2.81,0.0,0.88,1.4,4.21,38.6,650.7,286.14,0.18,-0.04,0.18,0.18,1.75,61.58,0.7,28.25,51.58
José Rangel Aguilar,Guadalajara,GK,,MEX,23.0,18.2,0.0,0.0,0.0,0.0,0.0,0.33,0.0,90.9,76.6,100.0,97.1,47.2,100.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.05,0.0,0.05,1.37,23.52,620.66,443.9,0.0,0.0,0.0,0.16,0.0,32.97,0.05,19.34,47.69
Leonardo Sepulveda,Guadalajara,DF,,USA,22.0,4.6,0.0,0.0,0.0,0.02,50.0,0.66,0.0,25.0,82.9,96.2,86.3,45.8,0.0,0.0,0.0,0.0,0.0,0.02,0.0,1.09,3.04,0.0,0.87,1.52,3.91,38.04,677.39,281.3,0.43,-0.02,0.22,0.22,0.43,52.83,0.0,31.52,56.96
Mateo Chávez,Guadalajara,DF,,MEX,19.0,8.3,0.0,0.0,0.04,0.13,69.2,2.42,0.12,68.8,73.7,86.2,76.4,44.0,32.4,0.0,0.0,0.0,0.1,0.16,0.0,4.22,4.22,0.12,1.57,3.61,4.34,35.78,591.2,218.92,1.45,-0.12,0.0,0.24,2.53,66.27,4.1,29.28,71.69
Miguel Jiménez Ponce,Guadalajara,GK,,MEX,33.0,15.8,0.0,0.0,0.0,0.01,100.0,0.06,0.0,100.0,68.9,100.0,99.3,41.4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.01,18.48,535.06,395.51,0.06,-0.01,0.0,0.19,0.0,29.43,0.0,13.92,40.63
Pavel Pérez,Guadalajara,FW,,MEX,25.0,12.1,0.08,0.17,0.16,0.17,46.2,3.56,0.41,31.6,74.5,88.3,80.4,60.4,33.9,0.58,0.04,0.14,0.07,0.34,0.25,8.1,2.73,0.0,0.33,1.32,4.55,22.89,381.65,117.02,1.65,-0.01,0.17,0.58,4.38,46.69,5.12,28.6,117.85
Ricardo Marín,Guadalajara,FW,,MEX,25.0,22.6,0.27,0.04,0.24,0.07,31.3,1.9,0.35,56.4,67.8,78.4,66.3,45.8,44.0,0.66,0.13,0.4,0.12,0.31,0.31,4.34,1.59,0.0,0.35,0.4,1.64,11.81,154.87,30.22,1.02,-0.03,0.04,0.13,0.31,26.99,1.11,13.05,16.46
Roberto Alvarado,Guadalajara,FW,MF,MEX,24.0,29.4,0.37,0.2,0.32,0.2,31.6,4.56,0.51,41.0,75.7,86.8,79.4,56.2,50.9,0.75,0.1,0.27,0.09,0.39,0.58,8.44,6.39,0.0,0.71,0.78,6.09,35.68,631.67,180.71,2.31,0.0,0.24,0.61,4.63,61.02,5.41,38.78,115.03
Víctor Guzmán,Guadalajara,MF,,MEX,28.0,18.5,0.32,0.22,0.31,0.17,46.5,2.92,0.38,37.0,76.0,87.2,82.0,51.3,53.8,0.6,0.09,0.27,0.07,0.3,0.54,4.97,5.68,0.0,0.27,1.19,5.78,37.73,676.16,175.19,1.51,0.05,0.11,1.3,4.16,60.32,0.7,31.78,69.84
Alan Cervantes,Santos Laguna,MF,,MEX,25.0,29.5,0.0,0.03,0.04,0.02,35.6,1.76,0.07,40.0,88.0,92.0,90.2,77.9,58.7,0.17,0.0,0.0,0.04,0.06,0.03,1.42,4.24,0.1,0.75,0.81,5.93,39.02,654.2,175.39,0.61,0.01,0.0,0.51,0.41,53.59,1.56,29.39,57.56
Alberto Ocejo,Santos Laguna,FW,,MEX,25.0,5.1,0.0,0.2,0.52,0.09,75.0,1.78,0.39,35.7,72.9,72.9,86.0,45.5,33.3,0.39,0.0,0.0,0.15,0.6,0.2,4.71,1.96,0.0,0.2,0.59,2.75,15.29,256.67,48.04,0.2,0.12,0.0,0.39,0.98,31.76,2.35,18.04,30.0
Aldo López,Santos Laguna,MF,,MEX,23.0,16.2,0.06,0.06,0.06,0.03,46.7,1.18,0.06,47.6,91.8,95.2,93.3,88.0,76.9,0.19,0.08,0.33,0.08,0.09,0.12,1.48,3.33,0.0,1.6,1.17,6.48,36.54,589.07,157.35,0.49,0.03,0.06,0.06,0.25,48.89,0.8,25.19,40.0
Bruno Amione,Santos Laguna,DF,,ARG,21.0,9.7,0.1,0.0,0.06,0.04,86.7,0.52,0.0,75.0,83.2,92.6,87.5,38.2,40.0,0.1,0.25,1.0,0.14,0.1,0.1,1.03,2.06,0.0,0.72,1.44,5.26,53.09,901.65,336.39,0.21,-0.04,0.0,0.72,0.21,74.02,0.52,41.44,66.39
Carlos Acevedo,Santos Laguna,GK,,MEX,27.0,22.3,0.0,0.0,0.0,0.0,0.0,0.18,0.0,80.0,71.5,97.4,96.0,46.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.94,20.72,565.74,402.74,0.04,0.0,0.0,0.0,0.0,31.84,0.0,15.61,40.09
Diego Medina,Santos Laguna,FW,MF,MEX,22.0,17.0,0.12,0.0,0.06,0.12,40.0,2.59,0.12,26.7,73.7,83.3,77.6,51.1,31.8,0.29,0.18,0.4,0.09,0.18,0.12,8.0,3.18,0.06,0.53,1.24,5.18,21.12,334.47,109.06,1.35,-0.12,0.12,0.18,2.76,42.41,3.88,27.24,89.94
Duván Vergara,Santos Laguna,FW,MF,COL,26.0,14.3,0.14,0.21,0.17,0.14,20.0,3.34,0.28,19.0,74.4,83.9,75.7,47.2,40.9,0.77,0.06,0.18,0.07,0.3,0.35,7.62,3.99,0.0,0.77,0.56,5.94,24.13,347.69,108.04,1.47,0.07,0.21,0.0,2.17,44.69,4.62,27.97,104.76
Dória,Santos Laguna,DF,,BRA,28.0,23.1,0.0,0.0,0.07,0.0,63.6,0.61,0.0,57.8,79.0,89.8,90.6,46.6,66.7,0.3,0.0,0.0,0.06,0.07,0.0,0.09,1.86,0.0,1.39,0.61,4.5,38.48,812.42,342.16,0.04,0.0,0.04,0.35,0.04,58.61,0.13,33.03,65.97
Emerson Rodríguez,Santos Laguna,FW,MF,COL,22.0,13.6,0.15,0.15,0.17,0.21,37.5,3.32,0.22,28.6,64.7,78.3,61.4,51.6,37.7,0.52,0.12,0.29,0.14,0.38,0.29,8.01,2.35,0.0,0.22,1.1,5.07,14.71,217.13,72.72,1.69,-0.06,0.07,0.07,1.47,36.03,3.9,22.72,88.09
Emmanuel Echeverría,Santos Laguna,DF,MF,MEX,19.0,9.3,0.11,0.0,0.02,0.02,53.8,0.75,0.0,45.5,79.0,86.2,78.6,55.9,36.8,0.11,0.25,1.0,0.05,0.04,0.11,2.58,1.29,0.11,0.86,1.4,3.87,37.96,598.71,197.31,0.54,-0.02,0.11,0.0,0.97,60.43,2.04,34.62,63.12
Franco Fagúndez,Santos Laguna,MF,FW,URU,23.0,5.6,0.18,0.18,0.23,0.1,50.0,2.65,0.53,52.6,72.7,81.7,82.7,48.1,44.4,0.71,0.07,0.25,0.09,0.33,0.35,3.57,5.71,0.0,0.18,1.07,4.11,31.43,576.43,147.32,1.43,0.07,0.18,0.54,3.57,56.07,3.21,31.07,78.39
Félix Torres Caicedo,Santos Laguna,DF,,ECU,26.0,15.1,0.33,0.0,0.17,0.02,66.7,0.66,0.07,72.4,72.2,82.3,85.3,52.0,80.0,0.4,0.29,0.83,0.15,0.18,0.33,0.13,2.98,0.0,2.58,0.79,6.56,28.21,650.13,262.65,0.33,-0.02,0.0,0.79,0.07,52.25,0.33,24.7,93.77
Gibran Lajud,Santos Laguna,GK,,MEX,29.0,9.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,100.0,55.1,100.0,98.2,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1.22,13.89,452.11,360.33,0.0,0.0,0.0,0.0,0.0,28.56,0.0,11.56,43.33
Harold Preciado,Santos Laguna,FW,,COL,29.0,21.3,0.71,0.05,0.66,0.08,33.3,3.15,0.42,47.4,72.6,79.4,75.0,66.7,27.8,1.18,0.15,0.4,0.14,0.52,0.75,6.06,2.91,0.0,0.05,0.23,2.07,15.4,215.49,50.8,1.22,-0.03,0.0,0.05,0.09,33.29,2.54,19.34,42.02
Hugo Isaác Rodríguez,Santos Laguna,DF,,MEX,33.0,6.3,0.0,0.0,0.04,0.03,81.8,0.32,0.16,46.7,82.4,89.2,94.1,43.6,100.0,0.16,0.0,0.0,0.07,0.08,0.0,0.0,1.43,0.0,1.11,1.43,4.44,32.06,632.7,209.84,0.16,-0.03,0.0,0.16,0.0,48.73,0.16,27.46,47.62
Ismael Govea,Santos Laguna,DF,,MEX,26.0,19.1,0.0,0.05,0.02,0.06,63.6,1.2,0.1,58.6,74.7,87.5,77.1,50.0,28.6,0.16,0.0,0.0,0.03,0.08,0.05,3.61,3.35,0.0,0.68,1.36,4.29,33.61,588.59,254.4,0.47,-0.01,0.0,0.26,2.51,55.18,0.37,21.2,42.57
Jair González,Santos Laguna,FW,,MEX,21.0,5.2,0.0,0.0,0.12,0.13,40.0,2.3,0.0,0.0,76.9,83.0,88.4,43.8,33.3,0.19,0.0,0.0,0.12,0.25,0.0,6.73,2.12,0.0,0.77,0.96,4.42,17.88,286.35,80.38,0.96,-0.13,0.0,0.19,1.35,36.15,2.88,24.42,92.31
Jordan Carrillo,Santos Laguna,MF,FW,MEX,21.0,12.5,0.08,0.24,0.08,0.19,38.5,4.73,0.8,62.5,81.4,90.9,86.3,53.3,45.8,0.4,0.07,0.2,0.06,0.27,0.32,4.8,5.36,0.0,0.56,1.04,6.56,42.48,729.68,210.48,2.24,0.05,0.48,0.16,4.0,65.76,4.72,41.68,96.64
Juan Brunetta,Santos Laguna,MF,FW,ARG,26.0,15.7,0.51,0.7,0.33,0.6,50.0,7.67,1.15,31.8,73.7,88.8,84.0,53.4,57.1,1.53,0.14,0.33,0.09,0.93,1.21,6.24,7.32,0.0,0.25,0.89,5.54,33.25,672.04,236.56,4.33,0.1,0.76,1.21,7.83,58.54,5.35,32.29,121.66
Omar Campos,Santos Laguna,DF,,MEX,21.0,18.7,0.0,0.05,0.01,0.07,50.0,1.87,0.21,54.5,77.1,84.6,78.2,58.8,45.5,0.11,0.0,0.0,0.04,0.08,0.05,2.51,3.26,0.0,1.07,1.87,4.6,30.75,541.18,261.34,0.75,-0.02,0.0,0.11,1.5,51.34,1.76,22.3,60.37
Pedro Aquino,Santos Laguna,MF,,PER,28.0,18.8,0.05,0.16,0.03,0.08,52.8,2.02,0.32,62.9,85.4,90.0,87.2,76.9,50.0,0.11,0.11,0.5,0.07,0.12,0.21,0.9,6.6,0.0,1.22,2.13,8.56,50.05,893.24,313.46,0.9,0.07,0.16,0.32,0.05,70.0,1.17,36.38,62.34
Ramiro Sordo,Santos Laguna,MF,FW,ARG,23.0,4.6,0.22,0.0,0.25,0.03,33.3,3.26,0.22,50.0,70.3,84.4,75.0,46.2,60.0,0.87,0.08,0.25,0.09,0.28,0.22,7.61,1.96,0.0,0.43,1.09,4.57,24.13,363.04,78.91,0.87,-0.02,0.0,0.65,2.17,46.96,4.35,35.22,116.3
Raúl López Gómez,Santos Laguna,DF,,MEX,30.0,12.0,0.0,0.0,0.02,0.05,57.7,1.0,0.0,28.6,80.3,85.6,86.4,57.1,56.5,0.17,0.0,0.0,0.03,0.06,0.0,3.17,3.33,0.0,0.58,1.5,4.17,33.0,582.17,230.25,0.5,-0.05,0.0,0.0,2.08,50.75,1.92,23.5,53.92
Ronaldo Prieto,Santos Laguna,DF,,MEX,26.0,9.0,0.11,0.0,0.13,0.06,66.7,1.0,0.22,57.1,75.2,91.1,88.0,39.1,33.3,0.22,0.14,0.5,0.17,0.19,0.11,0.78,1.56,0.0,2.33,1.33,4.0,36.67,729.78,284.67,0.22,-0.06,0.0,0.67,0.67,63.33,0.33,29.56,59.11
Salvador Mariscal,Santos Laguna,MF,FW,MEX,20.0,6.5,0.0,0.0,0.0,0.01,46.2,0.31,0.0,56.3,86.1,88.1,88.2,71.0,100.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,3.08,0.0,2.46,1.54,4.15,49.38,828.62,262.92,0.15,0.0,0.0,0.31,0.0,68.15,0.77,38.15,54.46
Santiago Muñóz,Santos Laguna,FW,MF,MEX,20.0,7.3,0.14,0.27,0.11,0.25,20.0,4.95,0.55,37.5,83.5,90.5,86.0,77.5,51.7,0.41,0.1,0.33,0.08,0.36,0.41,5.62,4.38,0.0,0.27,0.55,3.84,31.92,555.62,130.14,1.51,0.03,0.41,0.27,1.51,51.37,3.97,33.01,66.16
Santiago Núñez,Santos Laguna,DF,,ARG,23.0,13.7,0.0,0.0,0.02,0.04,61.9,0.37,0.0,63.8,79.9,84.2,90.3,48.1,0.0,0.15,0.0,0.0,0.04,0.06,0.0,0.0,1.24,0.22,2.04,1.39,3.07,37.08,726.57,313.07,0.36,-0.04,0.0,0.15,0.0,61.09,0.22,26.79,39.12
Stephano Carrillo,Santos Laguna,FW,,MEX,17.0,3.9,0.26,0.0,0.18,0.02,20.0,1.03,0.0,38.9,66.3,70.5,74.1,33.3,40.0,0.26,0.13,1.0,0.09,0.2,0.26,5.38,0.51,0.0,0.0,0.26,2.05,14.1,183.59,15.13,0.26,-0.03,0.0,0.0,0.51,34.36,2.56,17.95,20.77
Aldo Cruz,Atletico,DF,MF,MEX,25.0,6.5,0.15,0.0,0.04,0.09,40.0,1.7,0.15,66.7,75.9,85.8,81.4,45.5,40.0,0.15,0.5,1.0,0.12,0.13,0.15,4.15,2.15,0.0,0.77,0.31,4.0,32.0,520.77,146.92,0.77,-0.09,0.0,0.46,2.31,49.38,0.77,29.54,92.46
Andrés Sánchez,Atletico,GK,,MEX,25.0,24.0,0.0,0.0,0.0,0.0,33.3,0.12,0.0,90.0,83.0,100.0,97.6,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,1.54,25.38,534.71,364.79,0.0,0.0,0.0,0.0,0.0,33.88,0.0,16.67,43.83
Benjamín Galdames,Atletico,FW,MF,MEX,22.0,6.3,0.48,0.0,0.24,0.11,43.8,4.16,0.96,38.9,82.5,93.0,90.0,34.6,43.8,0.64,0.27,0.75,0.14,0.36,0.48,11.27,3.17,0.0,0.48,1.9,5.24,33.02,488.25,123.49,1.27,-0.11,0.16,0.16,3.17,54.44,5.08,34.29,115.08
Diego Urtiaga,Atletico,GK,,MEX,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,100.0,82.6,100.0,97.3,51.9,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.2,25.2,549.9,395.5,0.0,0.0,0.0,0.1,0.0,33.2,0.0,16.2,44.8
Dieter Villalpando,Atletico,MF,FW,MEX,31.0,15.7,0.19,0.25,0.14,0.19,31.0,5.01,0.57,25.0,82.4,89.4,84.2,70.5,60.0,1.02,0.09,0.19,0.07,0.33,0.45,4.97,9.11,0.0,0.38,1.08,5.61,47.52,869.04,311.85,2.23,0.06,0.51,0.38,3.12,66.11,3.18,44.84,157.83
Franck Boli,Atletico,FW,,CIV,29.0,7.7,0.52,0.26,0.5,0.08,0.0,3.24,0.78,25.0,77.0,79.4,81.3,60.0,50.0,1.17,0.11,0.33,0.11,0.48,0.78,5.97,1.43,0.0,0.13,0.39,2.08,11.3,155.19,25.06,1.04,0.18,0.0,0.0,0.26,24.55,1.82,16.36,29.22
Iker Moreno,Atletico,DF,,MEX,19.0,5.2,0.19,0.39,0.01,0.16,47.1,3.09,1.35,0.0,82.9,90.9,85.6,69.2,63.6,0.19,0.5,1.0,0.04,0.18,0.58,3.85,2.88,0.0,2.12,2.12,6.73,49.42,776.73,216.73,0.77,0.23,0.38,0.19,0.77,74.62,2.12,40.96,125.38
Javier Güemez,Atletico,MF,,MEX,31.0,31.2,0.1,0.06,0.04,0.05,45.8,3.05,0.38,49.2,84.1,91.1,89.5,61.1,64.5,0.26,0.09,0.38,0.04,0.1,0.16,1.41,8.21,0.03,0.54,1.15,6.09,57.56,1060.61,370.58,1.03,0.01,0.32,0.83,0.32,76.99,0.99,46.7,91.79
Jhon Murillo,Atletico,FW,MF,VEN,27.0,14.6,0.07,0.14,0.12,0.11,29.4,3.07,0.55,48.3,83.5,91.3,90.3,55.6,53.5,0.34,0.04,0.2,0.08,0.23,0.2,8.7,1.71,0.0,0.41,0.62,3.63,26.03,404.79,70.68,1.3,0.03,0.27,0.07,1.3,41.16,2.95,27.05,107.95
Jordan Silva,Atletico,DF,,MEX,29.0,10.7,0.0,0.0,0.08,0.04,53.3,1.02,0.0,71.9,89.6,92.5,95.1,76.8,100.0,0.09,0.0,0.0,0.09,0.12,0.0,0.09,5.33,0.37,1.5,1.68,5.51,60.93,1201.5,399.25,0.37,-0.05,0.0,1.31,0.09,80.75,0.28,49.16,161.5
Juan David Castro,Atletico,MF,FW,MEX,31.0,6.1,0.16,0.16,0.05,0.08,71.4,2.15,0.66,33.3,90.6,96.6,94.9,68.0,33.3,0.49,0.14,0.33,0.04,0.13,0.33,2.46,3.44,0.0,0.98,0.82,4.43,37.87,614.43,155.9,0.82,0.08,0.0,0.49,1.8,51.97,1.97,32.62,128.52
Juan Sanabria,Atletico,DF,FW,URU,23.0,32.0,0.03,0.25,0.06,0.16,61.8,3.19,0.41,69.4,75.4,91.4,79.0,47.3,52.3,0.22,0.03,0.14,0.05,0.22,0.28,5.0,3.94,0.06,1.22,1.66,4.31,41.16,730.62,268.91,1.84,0.09,0.12,0.41,5.5,65.56,1.38,31.31,74.62
Julio Domínguez,Atletico,DF,,MEX,35.0,31.2,0.06,0.03,0.03,0.01,73.1,0.48,0.03,51.6,93.4,96.2,95.2,76.7,66.7,0.1,0.22,0.67,0.11,0.04,0.1,0.1,2.08,0.03,0.87,0.61,3.4,49.13,917.02,318.14,0.16,0.02,0.03,0.13,0.0,61.22,0.1,36.76,88.72
Léo Bonatini,Atletico,FW,,BRA,29.0,19.5,0.46,0.05,0.35,0.03,18.2,1.59,0.26,33.3,76.7,82.3,80.0,67.6,33.3,0.82,0.24,0.56,0.18,0.38,0.51,4.41,1.79,0.0,0.26,0.05,2.26,16.51,254.15,49.49,0.51,0.03,0.05,0.21,0.1,29.44,1.69,17.18,25.49
Mateo Klimowicz,Atletico,FW,MF,GER,23.0,14.3,0.21,0.0,0.19,0.04,54.2,2.94,0.07,20.0,76.8,86.5,77.8,57.9,51.6,1.12,0.08,0.19,0.07,0.23,0.21,4.9,2.94,0.0,0.49,1.54,4.41,20.63,316.78,73.57,0.84,-0.04,0.07,0.49,0.7,41.68,4.34,26.78,69.16
Ricardo Chávez Soto,Atletico,DF,,MEX,28.0,28.0,0.04,0.11,0.08,0.15,64.2,2.61,0.18,63.6,81.1,90.3,82.9,60.0,58.3,0.18,0.03,0.2,0.07,0.22,0.14,7.0,4.14,0.04,1.25,1.39,4.46,46.25,805.43,248.75,1.29,-0.04,0.04,0.75,3.36,68.39,1.29,34.46,89.54
Rodrigo Dourado,Atletico,MF,,BRA,29.0,30.4,0.03,0.03,0.02,0.02,47.5,1.65,0.2,61.7,89.3,90.4,94.7,79.0,66.7,0.2,0.11,0.17,0.07,0.04,0.07,0.82,5.39,0.07,1.55,1.78,5.13,54.14,953.55,368.06,0.72,0.01,0.07,0.33,0.07,70.89,0.89,41.41,123.62
Sebastien Salles-Lamonge,Atletico,MF,FW,FRA,27.0,14.9,0.2,0.0,0.1,0.11,30.4,3.83,0.2,16.7,80.9,89.5,84.6,62.2,61.9,0.74,0.1,0.27,0.05,0.22,0.2,4.36,5.3,0.0,0.87,0.87,5.23,44.7,799.46,195.1,1.88,-0.11,0.27,0.87,3.56,65.1,1.41,39.93,63.76
Unai Bilbao,Atletico,DF,,ESP,29.0,25.0,0.24,0.0,0.22,0.01,57.1,0.8,0.0,58.5,88.7,95.2,92.2,73.9,60.0,0.16,0.13,0.75,0.1,0.1,0.24,0.08,2.44,0.04,0.6,0.52,4.72,49.84,1057.76,414.16,0.2,-0.02,0.04,1.32,0.08,67.6,0.2,40.28,88.84
Vitinho,Atletico,FW,MF,BRA,22.0,18.0,0.39,0.22,0.2,0.12,40.0,3.34,0.39,37.5,79.9,86.3,81.9,74.1,36.1,1.44,0.12,0.27,0.06,0.32,0.61,8.83,3.33,0.0,0.33,0.83,3.89,28.78,471.39,83.44,1.56,0.1,0.17,0.61,0.94,51.06,5.39,36.0,131.44
Aaron Mejía Montoya,Tijuana,DF,,MEX,22.0,7.9,0.0,0.0,0.01,0.07,56.3,1.14,0.0,41.9,69.1,81.7,71.1,47.2,25.0,0.0,0.0,0.0,0.02,0.08,0.0,2.91,2.91,0.0,0.76,2.03,3.29,29.11,511.14,215.7,0.63,-0.06,0.0,0.0,2.41,52.41,1.01,21.77,67.47
Alejandro Gómez,Tijuana,DF,,MEX,21.0,6.6,0.0,0.0,0.02,0.03,66.7,1.97,0.15,55.6,76.2,85.2,82.0,56.5,100.0,0.15,0.0,0.0,0.02,0.05,0.0,0.61,5.91,0.0,1.97,1.36,4.39,38.33,787.88,435.61,0.61,-0.03,0.3,0.45,0.61,61.36,0.15,32.58,61.36
Alejandro Martínez,Tijuana,MF,FW,ARG,26.0,12.1,0.16,0.0,0.15,0.14,35.3,3.95,0.08,14.3,58.2,75.5,59.6,28.8,44.2,0.66,0.08,0.25,0.08,0.29,0.16,8.35,2.31,0.0,0.5,0.66,4.3,17.52,287.02,89.75,1.4,-0.14,0.0,0.08,8.02,41.49,3.55,23.55,76.53
Carlos González Espínola,Tijuana,FW,,PAR,30.0,29.9,0.43,0.07,0.34,0.12,33.3,2.64,0.17,53.5,61.9,68.4,59.8,71.7,40.0,1.07,0.13,0.38,0.11,0.43,0.5,5.62,2.07,0.0,0.23,0.17,2.31,15.35,242.84,44.65,1.57,-0.06,0.17,0.17,0.17,36.25,2.17,20.1,26.39
Christian Rivera,Tijuana,MF,,COL,27.0,31.3,0.22,0.03,0.18,0.03,51.6,2.11,0.16,54.8,87.0,87.9,93.0,77.4,62.2,0.22,0.04,0.14,0.04,0.06,0.26,0.61,7.67,0.0,1.34,2.91,9.23,49.49,1043.93,315.5,0.77,0.0,0.19,0.86,0.03,68.08,1.18,34.63,91.69
Diego Barbosa,Tijuana,DF,,MEX,26.0,24.4,0.0,0.08,0.05,0.07,59.8,2.42,0.21,54.8,69.1,81.7,74.6,44.0,50.0,0.12,0.0,0.0,0.06,0.12,0.08,4.8,3.03,0.04,1.11,2.79,6.35,32.05,610.16,254.59,0.98,0.01,0.04,0.16,4.51,59.1,2.21,26.15,79.06
Domingo Blanco,Tijuana,MF,FW,ARG,28.0,21.4,0.09,0.14,0.06,0.15,59.3,4.49,0.28,23.1,68.7,81.6,74.4,48.3,37.0,0.14,0.14,0.67,0.1,0.21,0.23,7.71,1.64,0.0,0.7,1.5,3.55,17.62,298.32,109.11,2.38,-0.0,0.05,0.05,4.67,39.77,5.05,20.84,59.25
Eduardo Armenta,Tijuana,MF,FW,MEX,21.0,9.4,0.0,0.11,0.05,0.12,45.0,2.67,0.21,21.1,63.7,74.3,71.8,42.4,46.7,0.11,0.0,0.0,0.04,0.17,0.11,6.91,5.0,0.11,0.53,1.81,4.04,22.77,434.89,202.23,0.96,-0.01,0.32,0.0,5.11,49.26,3.19,26.91,71.49
